u_id,log_id,sp_id,sp_shop_id,order_id,status,date,address,payer_id,pay_id,pay_amount,refer_id,coupon,amount
CUST00171,LOGI0012,P00494,SHOP0497,ORD03581,completed,2025-04-15,"USNS Martinez, FPO AA 29390",CUST00171,PAY00171,490,,DISC10,1
CUST00550,LOGI0031,P00815,SHOP0423,ORD03582,carted,2025-01-01,"805 Wiggins Village, South Richardview, IN 81278",CUST00550,PAY00550,369,,,4
CUST00523,LOGI0021,P00140,SHOP0191,ORD03583,cancelled,2025-05-07,"61779 Melton Parkways Suite 185, North Michael, MI 57415",CUST00523,PAY00523,350,,,5
CUST00376,LOGI0049,P00817,SHOP0060,ORD03584,refunded,2025-02-20,"48622 Amanda Prairie, North Christopher, NC 48845",CUST00376,PAY00376,449,,WELCOME5,1
CUST00027,LOGI0021,P00605,SHOP0337,ORD03585,completed,2025-05-05,"078 Martha Mission Suite 566, North Meganberg, KY 53674",CUST00027,PAY00027,31,,DISC10,1
CUST00065,LOGI0001,P00295,SHOP0351,ORD03586,cancelled,2025-04-22,"Unit 5985 Box 0559, DPO AE 37530",CUST00065,PAY00065,312,,,5
CUST00635,LOGI0024,P00072,SHOP0477,ORD03587,refunded,2025-04-11,"429 Adam Branch Apt. 403, East Michaelland, ME 53255",CUST00635,PAY00635,31,AFF00001,WELCOME5,4
CUST00644,LOGI0001,P00554,SHOP0372,ORD03588,cancelled,2025-04-23,"521 Evans Turnpike Suite 258, Brownview, LA 20334",CUST00644,PAY00644,107,,,4
CUST00600,LOGI0002,P00751,SHOP0070,ORD03589,cancelled,2025-01-23,"2422 Ferguson Walks, Stephenville, SD 51364",CUST00600,PAY00600,107,,,5
CUST00812,LOGI0042,P00712,SHOP0347,ORD03590,carted,2025-03-15,"7632 Powers Ridge, Lake Yvonne, CA 85735",CUST00812,PAY00812,142,,DISC10,3
CUST00242,LOGI0044,P00552,SHOP0457,ORD03591,cancelled,2025-02-04,"USS Reed, FPO AE 43433",CUST00242,PAY00242,172,,,4
CUST00325,LOGI0003,P00909,SHOP0270,ORD03592,completed,2025-02-22,"8530 Swanson Islands, Bryanchester, AK 20255",CUST00325,PAY00325,447,AFF00214,,2
CUST00140,LOGI0032,P00085,SHOP0275,ORD03593,carted,2025-03-01,"55966 Stanley Gardens, Brianside, GA 49045",CUST00140,PAY00140,101,,DISC10,2
CUST00692,LOGI0045,P00734,SHOP0457,ORD03594,refunded,2025-03-19,"776 Griffith Summit, Lake Nancyfort, NV 65651",CUST00692,PAY00692,218,,WELCOME5,5
CUST00319,LOGI0013,P00317,SHOP0065,ORD03595,refunded,2025-02-19,"467 Burton Dale Apt. 006, Lake Jamesburgh, VA 27344",CUST00319,PAY00319,199,,DISC10,1
CUST00494,LOGI0019,P00178,SHOP0212,ORD03596,completed,2025-01-19,"042 Lisa Trace, Bakerchester, GU 41294",CUST00494,PAY00494,110,AFF00087,DISC10,1
CUST00319,LOGI0013,P00124,SHOP0355,ORD03597,refunded,2025-04-09,"467 Burton Dale Apt. 006, Lake Jamesburgh, VA 27344",CUST00319,PAY00319,320,AFF00147,DISC10,2
CUST00838,LOGI0016,P00584,SHOP0163,ORD03598,refunded,2025-03-06,"742 Stephanie Courts Apt. 721, Hoffmanton, MN 08795",CUST00838,PAY00838,290,,WELCOME5,5
CUST00009,LOGI0019,P00069,SHOP0272,ORD03599,refunded,2025-03-01,"USS Gallagher, FPO AA 83851",CUST00009,PAY00009,160,,WELCOME5,4
CUST00490,LOGI0014,P00571,SHOP0230,ORD03600,refunded,2025-03-19,"802 Peggy Well, Burkeville, MA 93923",CUST00490,PAY00490,413,,DISC10,2
CUST00655,LOGI0024,P00493,SHOP0462,ORD03601,carted,2025-04-12,"871 Stacy Cliffs Apt. 871, Port Laurabury, NV 10457",CUST00655,PAY00655,117,,DISC10,3
CUST00532,LOGI0027,P00700,SHOP0374,ORD03602,refunded,2025-03-22,"1171 Diaz Locks, Mcintoshberg, WA 81147",CUST00532,PAY00532,189,,,2
CUST00666,LOGI0004,P00230,SHOP0200,ORD03603,completed,2025-03-20,"217 Laura Plain, West Teresa, GU 25145",CUST00666,PAY00666,155,,DISC10,5
CUST00869,LOGI0005,P00935,SHOP0436,ORD03604,carted,2025-01-29,"25551 Austin Circle Apt. 291, Duncanside, ME 95970",CUST00869,PAY00869,430,AFF00225,,1
CUST00618,LOGI0021,P00889,SHOP0290,ORD03605,refunded,2025-04-21,"2828 Cory Manors, New Tannerton, OH 98647",CUST00618,PAY00618,495,,,3
CUST00065,LOGI0040,P00981,SHOP0241,ORD03606,carted,2025-05-10,"Unit 5985 Box 0559, DPO AE 37530",CUST00065,PAY00065,77,,DISC10,2
CUST00244,LOGI0030,P00260,SHOP0033,ORD03607,refunded,2025-02-11,"102 Alicia Lane Apt. 137, North Kenneth, PW 78879",CUST00244,PAY00244,346,AFF00139,WELCOME5,3
CUST00609,LOGI0020,P00001,SHOP0066,ORD03608,completed,2025-03-30,"9500 Mendoza Summit, New Nicholas, MN 68132",CUST00609,PAY00609,49,,WELCOME5,1
CUST00948,LOGI0018,P00982,SHOP0349,ORD03609,completed,2025-05-01,"406 Campbell Cliff Apt. 944, Patriciaport, CO 29277",CUST00948,PAY00948,214,,,1
CUST00762,LOGI0002,P00706,SHOP0398,ORD03610,cancelled,2025-01-23,"Unit 7729 Box 4152, DPO AE 91980",CUST00762,PAY00762,78,AFF00051,WELCOME5,1
CUST00338,LOGI0009,P00229,SHOP0109,ORD03611,refunded,2025-02-25,"29748 Murray Extension, Stevensside, MH 04964",CUST00338,PAY00338,234,,,1
CUST00413,LOGI0010,P00292,SHOP0047,ORD03612,refunded,2025-03-06,"0748 Johnson Plains Apt. 062, Comptonside, DE 54790",CUST00413,PAY00413,368,,DISC10,2
CUST00215,LOGI0002,P00776,SHOP0323,ORD03613,carted,2025-01-26,"308 Barrett Skyway, Lynchview, WV 61575",CUST00215,PAY00215,280,,WELCOME5,5
CUST00731,LOGI0035,P00294,SHOP0027,ORD03614,completed,2025-03-13,"46996 Thomas Shore Suite 891, West Larry, TX 43711",CUST00731,PAY00731,454,,WELCOME5,5
CUST00733,LOGI0007,P00740,SHOP0433,ORD03615,cancelled,2025-05-10,"68802 Hunter Cliff Suite 752, Andersonton, VT 17405",CUST00733,PAY00733,401,,WELCOME5,1
CUST00440,LOGI0048,P00876,SHOP0043,ORD03616,cancelled,2025-02-07,"143 Jacobs River, Katherinehaven, IA 11937",CUST00440,PAY00440,210,,,4
CUST00334,LOGI0040,P00172,SHOP0397,ORD03617,refunded,2025-03-18,"PSC 1128, Box 8766, APO AA 44136",CUST00334,PAY00334,94,AFF00194,WELCOME5,5
CUST00310,LOGI0027,P00346,SHOP0132,ORD03618,completed,2025-05-02,"785 Heidi Brooks, Lefurt, RI 70534",CUST00310,PAY00310,292,,,5
CUST00371,LOGI0009,P00614,SHOP0165,ORD03619,refunded,2025-03-10,"583 Richard Centers, South Brian, AZ 94108",CUST00371,PAY00371,226,,,1
CUST00277,LOGI0032,P00585,SHOP0190,ORD03620,completed,2025-05-06,"161 Elizabeth Walks, North Toddhaven, MH 44888",CUST00277,PAY00277,42,,WELCOME5,5
CUST00297,LOGI0004,P00329,SHOP0338,ORD03621,carted,2025-02-13,"30443 Lewis Station, North Jonathan, RI 83918",CUST00297,PAY00297,232,,DISC10,5
CUST00941,LOGI0005,P00649,SHOP0091,ORD03622,completed,2025-01-02,"76661 Murphy Prairie, Alexandrafort, ID 33841",CUST00941,PAY00941,466,,,4
CUST00788,LOGI0015,P00131,SHOP0080,ORD03623,carted,2025-02-07,"6067 Trujillo Cliffs Suite 892, Lake Glenn, MH 29374",CUST00788,PAY00788,285,,,4
CUST00661,LOGI0007,P00156,SHOP0168,ORD03624,completed,2025-03-04,"252 Fuentes Heights, Kimhaven, PA 82542",CUST00661,PAY00661,219,,WELCOME5,3
CUST00602,LOGI0017,P00489,SHOP0233,ORD03625,completed,2025-03-02,"40934 Justin Center Apt. 650, North Thomasmouth, AS 71662",CUST00602,PAY00602,28,,,1
CUST00383,LOGI0003,P00097,SHOP0167,ORD03626,refunded,2025-05-08,"22670 Anderson Drive, Clarkton, HI 96925",CUST00383,PAY00383,296,,DISC10,4
CUST00739,LOGI0010,P00046,SHOP0325,ORD03627,refunded,2025-02-09,"636 Taylor Road, South Troyborough, AL 15672",CUST00739,PAY00739,476,,WELCOME5,3
CUST00977,LOGI0049,P00049,SHOP0478,ORD03628,cancelled,2025-03-07,"783 Fernando Valleys, Ashleytown, AK 40766",CUST00977,PAY00977,242,,WELCOME5,1
CUST00297,LOGI0032,P00349,SHOP0446,ORD03629,completed,2025-01-04,"30443 Lewis Station, North Jonathan, RI 83918",CUST00297,PAY00297,469,,,4
CUST00950,LOGI0025,P00543,SHOP0158,ORD03630,completed,2025-01-24,"625 Mccarthy Plaza, Jamesshire, DE 81581",CUST00950,PAY00950,262,,DISC10,4
CUST00711,LOGI0048,P00363,SHOP0440,ORD03631,cancelled,2025-02-15,"162 Brittany Radial Suite 348, North Jeffrey, MA 25416",CUST00711,PAY00711,39,,WELCOME5,5
CUST00362,LOGI0037,P00057,SHOP0477,ORD03632,refunded,2025-01-24,"881 Judy Field, Carlmouth, MI 65909",CUST00362,PAY00362,120,AFF00152,DISC10,1
CUST00288,LOGI0012,P00981,SHOP0236,ORD03633,refunded,2025-04-09,"9830 Short Terrace Apt. 894, South Christianview, CO 98067",CUST00288,PAY00288,120,,WELCOME5,2
CUST00476,LOGI0009,P00323,SHOP0495,ORD03634,carted,2025-03-05,"0862 Bolton Streets, West Amyberg, ME 03398",CUST00476,PAY00476,478,AFF00178,,2
CUST00429,LOGI0034,P00685,SHOP0072,ORD03635,refunded,2025-05-03,"692 Haley Corners Suite 423, Nathanielton, SD 35682",CUST00429,PAY00429,407,,WELCOME5,5
CUST00203,LOGI0004,P00861,SHOP0282,ORD03636,completed,2025-04-06,"1835 Nguyen Glens, East Theresa, PA 28780",CUST00203,PAY00203,450,,DISC10,1
CUST00115,LOGI0000,P00739,SHOP0307,ORD03637,carted,2025-05-10,"6287 Meyer Road, Morganborough, NH 58791",CUST00115,PAY00115,460,AFF00092,,3
CUST00082,LOGI0029,P00103,SHOP0318,ORD03638,cancelled,2025-01-28,"0731 Martha Turnpike, Castroland, AZ 30384",CUST00082,PAY00082,318,,WELCOME5,3
CUST00625,LOGI0009,P00837,SHOP0071,ORD03639,cancelled,2025-02-09,"149 Hernandez Road, Lake Michael, AZ 74733",CUST00625,PAY00625,408,,DISC10,3
CUST00486,LOGI0010,P00859,SHOP0146,ORD03640,refunded,2025-04-02,"456 Harrison Expressway Suite 392, Barnettview, MS 73720",CUST00486,PAY00486,450,AFF00298,DISC10,1
CUST00763,LOGI0035,P00645,SHOP0272,ORD03641,completed,2025-02-10,"648 Clark Inlet, Hughesbury, WA 34907",CUST00763,PAY00763,10,,,5
CUST00285,LOGI0043,P00529,SHOP0301,ORD03642,cancelled,2025-02-19,"75779 Chavez Street Apt. 961, South Scott, PR 56972",CUST00285,PAY00285,129,,WELCOME5,5
CUST00130,LOGI0015,P00943,SHOP0048,ORD03643,carted,2025-03-01,"66996 Baker Circles, Port Pamelafort, WV 98700",CUST00130,PAY00130,47,,,5
CUST00799,LOGI0023,P00880,SHOP0029,ORD03644,cancelled,2025-01-15,"8281 Kathy Burgs Suite 911, Gallagherchester, LA 52682",CUST00799,PAY00799,80,,,2
CUST00539,LOGI0025,P00447,SHOP0094,ORD03645,refunded,2025-01-21,"039 Evan Brooks Apt. 480, Nicholasburgh, MH 60068",CUST00539,PAY00539,470,,WELCOME5,1
CUST00592,LOGI0013,P00235,SHOP0342,ORD03646,refunded,2025-05-08,"21545 Jessica Rest, Petersonchester, ID 00859",CUST00592,PAY00592,417,,WELCOME5,4
CUST00901,LOGI0014,P00674,SHOP0400,ORD03647,refunded,2025-02-20,"244 Williams Islands, East Roseland, MO 35827",CUST00901,PAY00901,272,,WELCOME5,3
CUST00104,LOGI0009,P00871,SHOP0281,ORD03648,cancelled,2025-03-27,"134 Michelle Coves Apt. 693, Port William, NE 78419",CUST00104,PAY00104,35,,WELCOME5,4
CUST00229,LOGI0049,P00033,SHOP0284,ORD03649,refunded,2025-02-18,"14334 Sandra Ridges, West Christinachester, SD 28096",CUST00229,PAY00229,270,,,3
CUST00451,LOGI0014,P00468,SHOP0046,ORD03650,refunded,2025-04-15,"0323 Gonzalez Shoal, Port Tiffany, DE 54331",CUST00451,PAY00451,405,,,1
CUST00785,LOGI0026,P00407,SHOP0376,ORD03651,completed,2025-04-25,"3629 Ryan Mountain Suite 665, North Carolineport, UT 79541",CUST00785,PAY00785,420,,DISC10,2
CUST00675,LOGI0042,P00556,SHOP0158,ORD03652,completed,2025-03-15,"18240 Williams Island, Danielland, GU 76753",CUST00675,PAY00675,184,,,3
CUST00045,LOGI0043,P00150,SHOP0188,ORD03653,refunded,2025-05-06,"2299 Haley Ridge, New Jasmineport, ME 97109",CUST00045,PAY00045,345,,WELCOME5,5
CUST00534,LOGI0015,P00375,SHOP0458,ORD03654,cancelled,2025-04-03,"1997 John Row, South Emilyport, MA 63046",CUST00534,PAY00534,421,AFF00296,DISC10,1
CUST00890,LOGI0026,P00668,SHOP0090,ORD03655,cancelled,2025-01-17,"7889 Calvin Lane, North Michaelland, KS 38627",CUST00890,PAY00890,311,AFF00045,DISC10,3
CUST00358,LOGI0023,P00374,SHOP0386,ORD03656,completed,2025-03-10,"USNS Edwards, FPO AP 83751",CUST00358,PAY00358,243,,DISC10,5
CUST00291,LOGI0003,P00906,SHOP0385,ORD03657,completed,2025-02-13,"1251 Short Oval, Port Ericafort, IL 78170",CUST00291,PAY00291,343,,DISC10,5
CUST00498,LOGI0034,P00764,SHOP0486,ORD03658,cancelled,2025-04-14,"341 Victoria Circle, Gutierrezport, MS 62731",CUST00498,PAY00498,122,,,2
CUST00218,LOGI0020,P00745,SHOP0279,ORD03659,carted,2025-05-03,"11466 Samuel Courts, Port Charles, VT 55946",CUST00218,PAY00218,142,AFF00299,WELCOME5,3
CUST00409,LOGI0038,P00832,SHOP0372,ORD03660,completed,2025-04-10,"4850 Smith Plains, Stevensfurt, NE 10762",CUST00409,PAY00409,188,,WELCOME5,5
CUST00242,LOGI0002,P00523,SHOP0382,ORD03661,carted,2025-04-30,"USS Reed, FPO AE 43433",CUST00242,PAY00242,182,,,1
CUST00474,LOGI0033,P00741,SHOP0069,ORD03662,carted,2025-02-25,"1362 Christine Lights Apt. 121, Audreystad, AL 30504",CUST00474,PAY00474,235,,DISC10,1
CUST00852,LOGI0031,P00473,SHOP0264,ORD03663,cancelled,2025-01-28,"PSC 0870, Box 1703, APO AP 60215",CUST00852,PAY00852,274,,WELCOME5,3
CUST00322,LOGI0033,P00701,SHOP0352,ORD03664,refunded,2025-02-24,"525 Colleen Squares Suite 963, Vickifort, PW 64798",CUST00322,PAY00322,193,,,2
CUST00900,LOGI0005,P00720,SHOP0099,ORD03665,carted,2025-01-09,"2064 Eric Summit Apt. 266, West Elaineville, TN 49169",CUST00900,PAY00900,372,,WELCOME5,2
CUST00744,LOGI0040,P00085,SHOP0031,ORD03666,refunded,2025-05-09,"672 Jason Knolls Suite 194, Andersonport, RI 10052",CUST00744,PAY00744,301,,,2
CUST00456,LOGI0007,P00219,SHOP0437,ORD03667,completed,2025-04-07,"8228 Amanda Pass, West Paula, AZ 21099",CUST00456,PAY00456,409,,WELCOME5,2
CUST00373,LOGI0022,P00073,SHOP0086,ORD03668,refunded,2025-02-05,"524 Daniels Ferry Apt. 458, North Josephbury, WV 10558",CUST00373,PAY00373,442,,,4
CUST00260,LOGI0005,P00464,SHOP0405,ORD03669,refunded,2025-02-17,"6515 Stevens Oval Suite 538, West Matthewchester, HI 40347",CUST00260,PAY00260,44,,,1
CUST00419,LOGI0003,P00545,SHOP0173,ORD03670,cancelled,2025-01-12,"991 Hart Parkway, Joshuashire, NH 59946",CUST00419,PAY00419,397,,DISC10,3
CUST00394,LOGI0030,P00192,SHOP0044,ORD03671,cancelled,2025-04-19,"4438 Sandoval Plaza Apt. 670, East Amandashire, SD 03928",CUST00394,PAY00394,316,,WELCOME5,1
CUST00139,LOGI0016,P00372,SHOP0188,ORD03672,cancelled,2025-02-11,"8012 Keith Pines Apt. 989, Port Janice, MA 11968",CUST00139,PAY00139,219,AFF00286,,3
CUST00633,LOGI0037,P00292,SHOP0074,ORD03673,cancelled,2025-05-01,"USCGC Johnson, FPO AE 45326",CUST00633,PAY00633,429,,,2
CUST00031,LOGI0040,P00053,SHOP0438,ORD03674,carted,2025-01-09,"43063 Christopher Via Suite 079, Deckerton, MS 70317",CUST00031,PAY00031,314,,WELCOME5,3
CUST00686,LOGI0039,P00696,SHOP0317,ORD03675,completed,2025-02-03,"286 Perez Junction, North Richardfort, MT 94155",CUST00686,PAY00686,11,,DISC10,3
CUST00556,LOGI0003,P00329,SHOP0338,ORD03676,cancelled,2025-04-05,"311 Derek Common, New Phillip, SD 98896",CUST00556,PAY00556,280,AFF00272,DISC10,4
CUST00178,LOGI0043,P00179,SHOP0208,ORD03677,completed,2025-04-20,"Unit 3803 Box 9102, DPO AE 76310",CUST00178,PAY00178,487,AFF00193,DISC10,1
CUST00043,LOGI0038,P00113,SHOP0263,ORD03678,carted,2025-03-12,"6485 Wiggins Roads, Danielleton, VI 34844",CUST00043,PAY00043,115,,,3
CUST00898,LOGI0004,P00911,SHOP0414,ORD03679,cancelled,2025-03-09,"609 Massey Knolls, West Alisha, TX 58093",CUST00898,PAY00898,486,AFF00267,,5
CUST00796,LOGI0012,P00979,SHOP0103,ORD03680,refunded,2025-05-02,"341 Cooper Corners Suite 137, Donaldfort, VA 06640",CUST00796,PAY00796,357,,WELCOME5,3
CUST00290,LOGI0022,P00797,SHOP0443,ORD03681,cancelled,2025-01-12,"67022 Nina Forks Suite 551, Jordanview, CT 61315",CUST00290,PAY00290,44,,DISC10,1
CUST00861,LOGI0015,P00794,SHOP0279,ORD03682,cancelled,2025-04-17,"54043 Rangel Road Apt. 266, Lake Tiffanyborough, KS 41023",CUST00861,PAY00861,446,,DISC10,5
CUST00050,LOGI0023,P00934,SHOP0335,ORD03683,refunded,2025-03-04,"2103 Nathaniel Grove Apt. 460, Thomaston, LA 21933",CUST00050,PAY00050,381,AFF00077,DISC10,3
CUST00813,LOGI0042,P00866,SHOP0129,ORD03684,carted,2025-03-05,"146 David Causeway, Youngville, DE 54044",CUST00813,PAY00813,390,,DISC10,1
CUST00872,LOGI0012,P00466,SHOP0174,ORD03685,carted,2025-01-27,"6972 Foster Cove Suite 007, Barneschester, WV 21924",CUST00872,PAY00872,246,,DISC10,2
CUST00857,LOGI0005,P00520,SHOP0088,ORD03686,completed,2025-05-02,"0800 Gonzalez Rue, Morganborough, NM 63790",CUST00857,PAY00857,62,,DISC10,3
CUST00783,LOGI0044,P00889,SHOP0175,ORD03687,refunded,2025-01-21,"858 Derrick Tunnel, Markmouth, AR 25427",CUST00783,PAY00783,209,,,2
CUST00602,LOGI0021,P00034,SHOP0045,ORD03688,carted,2025-02-28,"40934 Justin Center Apt. 650, North Thomasmouth, AS 71662",CUST00602,PAY00602,256,,WELCOME5,3
CUST00900,LOGI0021,P00657,SHOP0169,ORD03689,completed,2025-01-20,"2064 Eric Summit Apt. 266, West Elaineville, TN 49169",CUST00900,PAY00900,216,,,2
CUST00343,LOGI0008,P00973,SHOP0346,ORD03690,refunded,2025-03-11,"0828 Anthony Rapids Suite 074, Burkemouth, DE 35539",CUST00343,PAY00343,54,,DISC10,2
CUST00510,LOGI0038,P00211,SHOP0461,ORD03691,cancelled,2025-02-04,"39518 Elliott Mills Apt. 886, East Shannonside, MA 63825",CUST00510,PAY00510,204,,DISC10,5
CUST00774,LOGI0042,P00320,SHOP0187,ORD03692,completed,2025-02-26,"44093 Chelsea Rapid Apt. 736, Huffborough, GA 98572",CUST00774,PAY00774,269,,,5
CUST00168,LOGI0048,P00801,SHOP0005,ORD03693,completed,2025-01-06,"80373 Olson Street Suite 972, Cameronview, ND 39045",CUST00168,PAY00168,318,,WELCOME5,5
CUST00511,LOGI0049,P00253,SHOP0435,ORD03694,completed,2025-03-17,"9294 Austin Pines, Swansonville, MH 81437",CUST00511,PAY00511,166,AFF00287,,2
CUST00451,LOGI0016,P00503,SHOP0124,ORD03695,refunded,2025-02-24,"0323 Gonzalez Shoal, Port Tiffany, DE 54331",CUST00451,PAY00451,470,AFF00257,DISC10,1
CUST00331,LOGI0035,P00944,SHOP0295,ORD03696,refunded,2025-01-12,"2130 Sharon Forges Apt. 018, Thomasmouth, IN 82150",CUST00331,PAY00331,223,,,2
CUST00511,LOGI0049,P00124,SHOP0127,ORD03697,refunded,2025-05-05,"9294 Austin Pines, Swansonville, MH 81437",CUST00511,PAY00511,358,,,3
CUST00450,LOGI0047,P00490,SHOP0440,ORD03698,carted,2025-03-11,"7202 Courtney Summit, New Mark, NY 72224",CUST00450,PAY00450,91,,DISC10,3
CUST00128,LOGI0027,P00716,SHOP0498,ORD03699,cancelled,2025-01-23,"PSC 9695, Box 3259, APO AP 30471",CUST00128,PAY00128,169,,WELCOME5,5
CUST00584,LOGI0014,P00563,SHOP0071,ORD03700,completed,2025-02-01,"506 Cynthia Squares, East Williamfort, NJ 68996",CUST00584,PAY00584,100,,DISC10,5
CUST00976,LOGI0048,P00563,SHOP0389,ORD03701,cancelled,2025-03-03,"Unit 8640 Box 5173, DPO AP 15845",CUST00976,PAY00976,482,,,5
CUST00665,LOGI0001,P00404,SHOP0251,ORD03702,cancelled,2025-01-11,"43039 Hunt Parks, South Jon, AR 71661",CUST00665,PAY00665,223,,,2
CUST00878,LOGI0047,P00800,SHOP0280,ORD03703,completed,2025-03-18,"6824 Padilla Ways Apt. 668, East Christinefurt, DE 24749",CUST00878,PAY00878,44,,DISC10,1
CUST00743,LOGI0028,P00915,SHOP0421,ORD03704,carted,2025-01-08,"5265 Peter Unions, South Wayneview, AS 77195",CUST00743,PAY00743,456,,,2
CUST00921,LOGI0018,P00281,SHOP0289,ORD03705,carted,2025-02-14,"5681 Taylor Meadow Apt. 538, Millerport, NJ 17739",CUST00921,PAY00921,282,,DISC10,1
CUST00004,LOGI0010,P00000,SHOP0348,ORD03706,completed,2025-05-09,"0454 Patricia Brooks, Fernandezberg, VT 70502",CUST00004,PAY00004,467,,WELCOME5,2
CUST00883,LOGI0021,P00341,SHOP0026,ORD03707,cancelled,2025-04-24,"7862 Lee Squares, Elizabethfurt, SC 03412",CUST00883,PAY00883,491,,WELCOME5,4
CUST00024,LOGI0047,P00053,SHOP0449,ORD03708,refunded,2025-02-02,"PSC 7914, Box 2193, APO AP 53378",CUST00024,PAY00024,262,AFF00143,WELCOME5,3
CUST00151,LOGI0046,P00012,SHOP0089,ORD03709,completed,2025-01-25,"77036 David Spur, Lake Lori, CA 98548",CUST00151,PAY00151,460,AFF00128,DISC10,5
CUST00553,LOGI0018,P00568,SHOP0162,ORD03710,refunded,2025-02-04,"178 Davis Causeway, Woodshire, GU 39588",CUST00553,PAY00553,244,,,5
CUST00562,LOGI0016,P00174,SHOP0370,ORD03711,refunded,2025-01-04,"90519 Samantha Village, Zacharyport, VA 43560",CUST00562,PAY00562,327,,,1
CUST00520,LOGI0017,P00232,SHOP0129,ORD03712,cancelled,2025-03-23,"55867 Justin Course, New Melissa, AZ 65323",CUST00520,PAY00520,354,AFF00129,,3
CUST00091,LOGI0027,P00160,SHOP0197,ORD03713,completed,2025-02-22,"744 Zavala Mews Apt. 753, New Jimmy, MI 55779",CUST00091,PAY00091,497,,WELCOME5,1
CUST00062,LOGI0023,P00160,SHOP0081,ORD03714,cancelled,2025-02-23,"2303 Mallory Terrace Suite 885, Evanfort, KS 10993",CUST00062,PAY00062,157,,DISC10,5
CUST00687,LOGI0016,P00281,SHOP0344,ORD03715,cancelled,2025-01-21,"856 Mills Mount Suite 279, New Michael, PR 64641",CUST00687,PAY00687,188,,WELCOME5,3
CUST00536,LOGI0009,P00768,SHOP0031,ORD03716,carted,2025-02-17,"36673 Brian Heights Apt. 911, Michellechester, HI 06483",CUST00536,PAY00536,190,,,1
CUST00916,LOGI0031,P00508,SHOP0218,ORD03717,cancelled,2025-03-25,"USNV Baxter, FPO AA 84964",CUST00916,PAY00916,388,,WELCOME5,4
CUST00424,LOGI0029,P00206,SHOP0333,ORD03718,carted,2025-01-19,"PSC 6949, Box 4770, APO AP 89672",CUST00424,PAY00424,430,,DISC10,3
CUST00825,LOGI0046,P00473,SHOP0472,ORD03719,cancelled,2025-02-13,"3582 Daniel Shoal Suite 201, Port Zacharyland, VT 78923",CUST00825,PAY00825,237,,WELCOME5,2
CUST00227,LOGI0009,P00991,SHOP0421,ORD03720,carted,2025-02-25,"58216 Nixon Throughway, Martinville, OH 46865",CUST00227,PAY00227,369,AFF00107,DISC10,1
CUST00549,LOGI0034,P00443,SHOP0125,ORD03721,completed,2025-05-09,"62697 Steven View Apt. 190, Bellburgh, IA 02038",CUST00549,PAY00549,40,,WELCOME5,1
CUST00927,LOGI0013,P00331,SHOP0013,ORD03722,cancelled,2025-01-12,"9524 Weaver Mews, Wilsontown, TN 50957",CUST00927,PAY00927,27,,,1
CUST00237,LOGI0032,P00027,SHOP0329,ORD03723,refunded,2025-04-11,"62627 Perez Roads, East Michael, NM 30879",CUST00237,PAY00237,25,,WELCOME5,1
CUST00520,LOGI0039,P00805,SHOP0074,ORD03724,carted,2025-03-27,"55867 Justin Course, New Melissa, AZ 65323",CUST00520,PAY00520,243,,,4
CUST00434,LOGI0036,P00086,SHOP0233,ORD03725,carted,2025-04-12,"22767 Woodard Loop, West Jessica, MP 06209",CUST00434,PAY00434,290,AFF00062,,3
CUST00376,LOGI0031,P00117,SHOP0429,ORD03726,refunded,2025-01-06,"48622 Amanda Prairie, North Christopher, NC 48845",CUST00376,PAY00376,339,,WELCOME5,2
CUST00497,LOGI0045,P00236,SHOP0422,ORD03727,cancelled,2025-04-30,"266 Johnson Canyon, East Amber, CT 30146",CUST00497,PAY00497,427,,WELCOME5,2
CUST00891,LOGI0010,P00622,SHOP0260,ORD03728,refunded,2025-01-18,"582 Karen Circle, Hallview, AZ 66538",CUST00891,PAY00891,271,,DISC10,3
CUST00177,LOGI0009,P00305,SHOP0369,ORD03729,refunded,2025-04-20,"Unit 6983 Box 1800, DPO AA 11710",CUST00177,PAY00177,328,,,3
CUST00638,LOGI0000,P00150,SHOP0265,ORD03730,completed,2025-05-01,"1636 Kristine Brooks, Robertmouth, MN 47101",CUST00638,PAY00638,261,,,4
CUST00180,LOGI0041,P00647,SHOP0177,ORD03731,refunded,2025-02-09,"44704 Samantha Island Suite 271, New Donaldfurt, MS 69307",CUST00180,PAY00180,500,,DISC10,3
CUST00708,LOGI0017,P00842,SHOP0020,ORD03732,cancelled,2025-04-13,"306 Adkins Mountain Apt. 140, Skinnermouth, CO 15061",CUST00708,PAY00708,206,,,2
CUST00042,LOGI0006,P00892,SHOP0005,ORD03733,completed,2025-02-07,"325 Emily Island Apt. 454, Shannonstad, VA 83051",CUST00042,PAY00042,483,AFF00150,,2
CUST00754,LOGI0017,P00566,SHOP0124,ORD03734,refunded,2025-03-20,"07240 Connor Spring Apt. 547, Garciafort, IN 46404",CUST00754,PAY00754,109,,DISC10,3
CUST00279,LOGI0026,P00118,SHOP0172,ORD03735,carted,2025-01-19,"04648 Michael Ferry, West Kennethshire, GA 91014",CUST00279,PAY00279,31,,DISC10,1
CUST00140,LOGI0026,P00050,SHOP0242,ORD03736,carted,2025-02-25,"55966 Stanley Gardens, Brianside, GA 49045",CUST00140,PAY00140,244,,,2
